Name,chrom,strand,tss,l2_FLvsAD,l2_ADvsFL,cE,tE,cW,tW,cY,tY,pE,pW,pY
Cav2,chr6,+,17281184,,1.47908251516,37,80,27,28,31,117,0.316239316239316,0.252336448598131,0.209459459459459
Cav1,chr6,+,17306334,2.96649685871,,57,17,38,8,50,20,0.77027027027027,0.690909090909091,0.714285714285714
St7,chr6,+,17693993,-0.571907727992046,0.834034366998,159,34,190,24,113,23,0.823834196891192,0.848214285714286,0.830882352941176
Tspan12,chr6,-,21852532,1.81434791936,,46,81,50,101,42,68,0.362204724409449,0.381679389312977,0.381818181818182
Cped1,chr6,+,21985909,2.68982937855,,9,148,10,107,5,76,0.0573248407643312,0.0632911392405063,0.0617283950617284
Aass,chr6,-,23132985,4.46249267754,,76,41,61,42,70,40,0.64957264957265,0.598039215686275,0.636363636363636
Cadps2,chr6,-,23839420,,3.70723546301,0,16,0,3,0,11,0,0,0
Ndufa5,chr6,-,24527689,,-0.697813958743502,87,141,113,125,111,176,0.381578947368421,0.44488188976378,0.386759581881533
Zfp800,chr6,-,28398004,-0.597319935793536,,8,209,7,242,9,134,0.0368663594470046,0.0324074074074074,0.0629370629370629
Lrrc4,chr6,-,28831746,,-7.24341308548995,123,20,152,20,130,26,0.86013986013986,0.883720930232558,0.833333333333333
Rbm28,chr6,-,29164723,-0.330256995573694,,66,145,82,126,53,122,0.312796208530806,0.361233480176211,0.302857142857143
Ccdc136,chr6,+,29396574,,4.50927774963,11,27,23,12,18,30,0.289473684210526,0.46,0.375
Flnc,chr6,+,29433152,4.85746966373,,10,189,9,99,20,199,0.050251256281407,0.0454545454545455,0.091324200913242
Irf5,chr6,+,29526624,1.11360795293,,6,145,5,149,2,119,0.0397350993377483,0.0333333333333333,0.0165289256198347
Tspan33,chr6,+,29694213,2.02491239587,-1.63052541344789,35,104,17,89,28,90,0.251798561151079,0.140495867768595,0.23728813559322
Cep41,chr6,-,30693748,0.65496947315,,45,27,31,47,76,55,0.625,0.53448275862069,0.580152671755725
Mest,chr6,+,30733505,3.01051556832,-2.06179332751058,242,59,228,39,252,12,0.803986710963455,0.794425087108014,0.954545454545455
2210408F21Rik,chr6,+,31220350,-3.45357915442129,3.02687423994,98,16,95,29,35,29,0.859649122807018,0.855855855855856,0.546875
Podxl,chr6,-,31563936,-1.6363328548682,-1.38242778020055,8,176,6,107,33,153,0.0434782608695652,0.032967032967033,0.17741935483871
Plxna4os1,chr6,+,32511140,3.33637179956,2.09405416942,22,12,26,7,17,14,0.647058823529412,0.68421052631579,0.548387096774194
Exoc4,chr6,+,33249127,-0.46175100562467,,11,24,0,6,10,32,0.314285714285714,0,0.238095238095238
Lrguk,chr6,+,34029447,2.40156741707,,90,144,76,161,64,129,0.384615384615385,0.345454545454545,0.33160621761658
Slc35b4,chr6,-,34177053,-0.379076020374672,,49,164,18,182,47,214,0.230046948356808,0.0989010989010989,0.18007662835249
Akr1b8,chr6,+,34354145,3.14003225644,,95,24,77,21,98,25,0.798319327731092,0.762376237623762,0.796747967479675
Akr1b10,chr6,+,34384246,-0.616278773748624,,8,158,14,126,5,175,0.0481927710843374,0.0813953488372093,0.0277777777777778
Nup205,chr6,+,35177615,,-0.62396794250624,51,154,31,175,61,188,0.248780487804878,0.167567567567568,0.244979919678715
1810058I24Rik,chr6,+,35252709,-0.518340382775934,,273,267,192,258,153,287,0.505555555555556,0.418300653594771,0.347727272727273
Ptn,chr6,-,36810178,-2.80460311310681,3.56867814327,14,4,20,19,17,15,0.777777777777778,0.833333333333333,0.53125
Dgki,chr6,-,37299975,,-4.01551928554991,2,9,3,1,3,12,0.181818181818182,0.25,0.2
Creb3l2,chr6,-,37442147,-0.790283843800678,,4,60,0,31,1,80,0.0625,0,0.0123456790123457
D630045J12Rik,chr6,-,38254138,-0.716308808349763,,25,14,22,6,21,22,0.641025641025641,0.611111111111111,0.488372093023256
Zc3hav1l,chr6,-,38299258,0.483365186222,-0.94485260824675,95,43,81,29,44,35,0.688405797101449,0.653225806451613,0.556962025316456
Hipk2,chr6,-,38876189,0.721768647457,,2,42,4,29,1,46,0.0454545454545455,0.0869565217391304,0.0212765957446809
Tbxas1,chr6,+,38918985,,1.66245652753,98,36,15,107,6,136,0.73134328358209,0.294117647058824,0.0422535211267606
1700025N23Rik,chr6,-,39067585,,3.78141093886,122,18,171,11,201,23,0.871428571428572,0.904761904761905,0.897321428571429
Parp12,chr6,-,39118348,,0.860971997829,71,162,36,111,78,131,0.304721030042918,0.181818181818182,0.373205741626794
4930599N23Rik,chr6,+,39118472,1.42129622671,,102,162,66,111,94,131,0.386363636363636,0.289473684210526,0.417777777777778
Kdm7a,chr6,-,39206772,0.863893585886,0.945856484109,0,109,1,98,0,39,0,0.00909090909090909,0
Rab19,chr6,+,39381352,-6.22653714836402,,45,33,31,18,36,20,0.576923076923077,0.484375,0.642857142857143
Mgam,chr6,+,40628830,2.25462292771,-4.39220437430635,47,2,43,0,63,2,0.959183673469388,0.955555555555556,0.969230769230769
Ephb6,chr6,+,41605510,,0.86127567152,1,43,2,63,1,48,0.0227272727272727,0.0444444444444444,0.0204081632653061
Kel,chr6,-,41704324,7.11569999937,-2.78066381101165,13,2,12,2,8,0,0.866666666666667,0.857142857142857,1
Epha1,chr6,-,42373267,1.177616118,,88,58,36,32,71,20,0.602739726027397,0.382978723404255,0.78021978021978
Arhgef5,chr6,+,43265643,-0.830421271425475,1.01536830905,3,60,0,72,0,95,0.0476190476190476,0,0
Cntnap2,chr6,+,45060060,4.87859133154,,0,12,0,10,0,4,0,0,0
Pdia4,chr6,-,47813511,,-0.584790632319619,23,305,19,137,16,229,0.0701219512195122,0.058641975308642,0.0653061224489796
Zfp783,chr6,+,47943174,1.15111791834,,127,97,165,112,165,104,0.566964285714286,0.629770992366412,0.613382899628253
Zfp956,chr6,+,47953389,0.408057974787,,13,189,0,168,5,192,0.0643564356435644,0,0.0253807106598985
Krba1,chr6,+,48395585,0.73563607729,0.753055454105,94,63,92,63,80,53,0.598726114649682,0.593548387096774,0.601503759398496
Zfp467,chr6,-,48445824,1.14021210268,,13,1,6,1,13,0,0.928571428571429,0.857142857142857,1
Sspo,chr6,+,48448173,2.80613879597,,33,14,34,17,17,6,0.702127659574468,0.708333333333333,0.739130434782609
Zfp862-ps,chr6,+,48504338,0.97500953164,,12,54,7,63,4,92,0.181818181818182,0.114754098360656,0.0416666666666667
Lrrc61,chr6,+,48554798,0.936937418174,,90,68,113,78,104,75,0.569620253164557,0.624309392265193,0.581005586592179
Rarres2,chr6,-,48572801,0.887418725031,,100,28,96,9,119,8,0.78125,0.774193548387097,0.937007874015748
AI854703,chr6,+,48628166,1.47830385423,,7,4,4,0,7,6,0.636363636363636,0.5,0.538461538461538
Gimap8,chr6,+,48647233,3.24115651404,,123,13,80,20,82,11,0.904411764705882,0.860215053763441,0.881720430107527
Gimap9,chr6,+,48676134,0.466943638214,-0.751926928188078,5,44,8,45,9,45,0.102040816326531,0.153846153846154,0.166666666666667
Gimap4,chr6,+,48684577,3.31061676411,-1.67335245874856,72,19,94,27,87,17,0.791208791208791,0.831858407079646,0.836538461538462
Gimap6,chr6,-,48708243,1.90689222447,,5,52,1,61,2,41,0.087719298245614,0.0188679245283019,0.0465116279069768
Gimap7,chr6,+,48718620,3.56193454524,,83,8,65,30,59,9,0.912087912087912,0.89041095890411,0.867647058823529
Gimap1,chr6,+,48739046,0.923107998188,,10,90,4,119,4,175,0.1,0.0425531914893617,0.0223463687150838
Gimap5,chr6,+,48746196,1.09084740704,,0,19,0,31,0,38,0,0,0
Gimap3,chr6,-,48770850,8.267606084,,151,27,110,12,137,21,0.848314606741573,0.802919708029197,0.867088607594937
Tmem176b,chr6,-,48841373,-0.605185094776705,0.760295954807,5,1,5,4,2,5,0.833333333333333,0.833333333333333,0.285714285714286
Tmem176a,chr6,+,48841482,-0.553344099465319,0.944911240262,5,1,5,4,2,5,0.833333333333333,0.833333333333333,0.285714285714286
Igf2bp3,chr6,-,49214953,6.04751897675,-4.67711051824736,3,119,0,117,2,73,0.0245901639344262,0,0.0266666666666667
Fam221a,chr6,+,49367738,0.887182380278,,23,133,37,42,23,121,0.147435897435897,0.217647058823529,0.159722222222222
Osbpl3,chr6,-,50456353,-1.47385827981436,1.43509987066,0,40,0,27,0,41,0,0,0
Cycs,chr6,-,50566568,,-1.06125057811246,22,199,24,252,16,180,0.0995475113122172,0.10762331838565,0.0816326530612245
4921507P07Rik,chr6,-,50596589,1.30994520653,,129,9,119,10,141,8,0.934782608695652,0.9296875,0.946308724832215
Snx10,chr6,+,51523902,-0.656504236314693,1.16372459021,33,64,29,61,25,37,0.34020618556701,0.311827956989247,0.403225806451613
Skap2,chr6,-,52012548,-0.807779914009763,0.828550789713,19,120,18,120,15,119,0.136690647482014,0.130434782608696,0.111940298507463
Hoxa2,chr6,-,52164830,1.39597742345,,5,169,28,126,14,182,0.028735632183908,0.142131979695431,0.0714285714285714
Hoxaas3,chr6,+,52201123,2.175266281,,238,11,259,7,204,3,0.955823293172691,0.959259259259259,0.985507246376812
Hoxa5,chr6,-,52204586,0.945744734871,,1007,888,1809,457,1071,423,0.531398416886544,0.670745272525028,0.716867469879518
Hoxa6,chr6,-,52208671,1.0692341926,,22,67,37,88,28,101,0.247191011235955,0.355769230769231,0.217054263565891
Hoxa3,chr6,-,52213066,2.1215100323,,1,95,3,127,0,124,0.0104166666666667,0.0306122448979592,0
Hoxa7,chr6,-,52218572,0.879522802444,,52,132,15,138,35,154,0.282608695652174,0.102040816326531,0.185185185185185
Hoxa9,chr6,-,52227369,0.816259144116,,15,32,2,53,5,46,0.319148936170213,0.0588235294117647,0.0980392156862745
Mir196b,chr6,-,52230164,,2.97390507298,4,126,1,74,4,150,0.0307692307692308,0.0078740157480315,0.025974025974026
Hoxa10,chr6,-,52240853,1.44553241302,,13,245,35,252,16,157,0.0503875968992248,0.125,0.092485549132948
Tax1bp1,chr6,+,52713728,-1.01200160042216,1.25761859013,0,141,0,141,2,87,0,0,0.0224719101123596
Prr15,chr6,+,54326900,,2.55805273044,20,67,31,39,34,82,0.229885057471264,0.316326530612245,0.293103448275862
9130019P16Rik,chr6,-,54430220,-1.4392630680121,,25,15,12,18,22,14,0.625,0.444444444444444,0.611111111111111
Scrn1,chr6,-,54566381,,2.32978011092,1,5,2,11,1,14,0.166666666666667,0.285714285714286,0.0666666666666667
Plekha8,chr6,+,54595110,0.869077253296,,23,215,15,212,10,120,0.0966386554621849,0.0652173913043478,0.0769230769230769
Mturn,chr6,+,54681623,,1.76374864476,40,143,30,124,29,120,0.218579234972678,0.173410404624277,0.194630872483221
Nod1,chr6,-,54972611,,1.26669289585,92,57,73,59,37,69,0.61744966442953,0.561538461538462,0.349056603773585
Gars,chr6,+,55038000,,-1.13602617680654,21,176,25,143,25,162,0.106598984771574,0.124378109452736,0.133689839572193
Pde1c,chr6,-,56369633,,1.65303349021,86,8,109,4,168,5,0.914893617021277,0.931623931623932,0.971098265895954
Avl9,chr6,+,56714904,-0.44387640343698,0.987180742071,85,143,86,140,104,162,0.37280701754386,0.375545851528384,0.390977443609023
Fkbp9,chr6,+,56832058,-0.950171353714375,0.756298144475,47,3,61,0,50,0,0.94,0.953125,1
Nt5c3,chr6,-,56923931,,1.00622220896,27,230,58,275,52,247,0.105058365758755,0.201388888888889,0.173913043478261
Ppm1k,chr6,-,57535486,0.757918167085,1.2069417908,16,174,20,199,18,174,0.0842105263157895,0.103092783505155,0.09375
Herc6,chr6,+,57580991,,1.30620763798,19,23,22,29,19,21,0.452380952380952,0.488888888888889,0.475
Vopp1,chr6,-,57825124,-0.629328575661821,0.788772967961,12,17,7,19,5,23,0.413793103448276,0.291666666666667,0.178571428571429
Abcg2,chr6,+,58584532,-0.455114665090738,0.706352237674,47,1,48,0,48,1,0.979166666666667,0.979591836734694,0.979591836734694
Herc3,chr6,+,58831464,,1.00456815989,17,124,9,113,19,56,0.120567375886525,0.0676691729323308,0.253333333333333
Snca,chr6,-,60829854,4.4530962001,-1.42203246571909,5,44,5,58,3,41,0.102040816326531,0.102040816326531,0.0681818181818182
Ccser1,chr6,+,61180324,,3.16588284056,28,17,14,14,27,13,0.622222222222222,0.451612903225806,0.675
Hpgds,chr6,-,65144729,-2.62841389218898,1.63601015152,39,49,50,25,25,43,0.443181818181818,0.505050505050505,0.367647058823529
Tnip3,chr6,+,65590397,-1.06277408565851,2.37246628124,39,35,22,68,14,75,0.527027027027027,0.385964912280702,0.157303370786517
Ndnf,chr6,+,65671610,3.72064770026,,0,32,0,27,0,32,0,0,0
Mad2l1,chr6,+,66535220,-0.297855545185303,-0.753939502602746,19,135,15,147,16,146,0.123376623376623,0.1,0.0987654320987654
Gng12,chr6,+,66896396,-1.546976911953,1.19397589329,6,189,1,134,0,175,0.0307692307692308,0.00526315789473684,0
Il12rb2,chr6,-,67376187,-0.488882649868919,,54,67,37,36,47,56,0.446280991735537,0.355769230769231,0.456310679611651
Tacstd2,chr6,-,67535821,-4.09839049087418,3.74822950187,50,41,67,101,80,113,0.54945054945055,0.62037037037037,0.414507772020725
Rpia,chr6,-,70792174,-0.58370426399281,,0,184,1,140,1,134,0,0.00540540540540541,0.00740740740740741
Krcc1,chr6,+,71271676,,1.23083863114,3,149,5,120,3,114,0.0197368421052632,0.0324675324675325,0.0256410256410256
Rmnd5a,chr6,-,71440636,,0.573559641317,7,9,1,11,2,9,0.4375,0.1,0.181818181818182
Chmp3,chr6,+,71543851,-0.419144588438524,,16,152,13,116,15,107,0.0952380952380952,0.0787878787878788,0.122950819672131
Kdm3a,chr6,-,71632916,-0.573751267780825,,1,25,4,32,0,24,0.0384615384615385,0.137931034482759,0
Reep1,chr6,+,71707680,3.48470354337,-2.49400020937063,26,11,25,11,29,6,0.702702702702703,0.694444444444445,0.828571428571429
Mrpl35,chr6,-,71823783,,-0.791123604205965,67,184,67,180,64,126,0.266932270916335,0.266932270916335,0.336842105263158
Immt,chr6,+,71831319,-0.344365079039194,,0,236,2,198,4,256,0,0.00840336134453782,0.0153846153846154
Polr1a,chr6,+,71909052,,-0.735957808415218,55,269,61,234,69,135,0.169753086419753,0.184848484848485,0.338235294117647
St3gal5,chr6,+,72097607,0.663004276438,-2.7441963748452,73,164,62,178,100,195,0.308016877637131,0.274336283185841,0.338983050847458
Atoh8,chr6,-,72235576,-2.42919141690643,,86,248,71,173,85,221,0.25748502994012,0.22257053291536,0.277777777777778
0610030E20Rik,chr6,+,72347316,,0.758699673581,62,64,57,138,70,124,0.492063492063492,0.471074380165289,0.360824742268041
Tmem150a,chr6,+,72355482,,1.40620491311,30,108,51,57,43,81,0.217391304347826,0.320754716981132,0.346774193548387
Rnf181,chr6,-,72366971,-0.426494363473242,,50,6,27,5,41,8,0.892857142857143,0.818181818181818,0.836734693877551
Vamp8,chr6,-,72390666,-0.969814424229066,,20,147,43,90,22,91,0.119760479041916,0.226315789473684,0.194690265486726
Mat2a,chr6,-,72439555,-0.470217060989534,,5,88,0,93,1,113,0.0537634408602151,0,0.0087719298245614
Retsat,chr6,+,72598601,-0.588177440413427,,74,88,71,83,47,85,0.45679012345679,0.446540880503145,0.356060606060606
Tgoln2,chr6,-,72616747,-0.395825386995175,,18,305,18,316,21,175,0.0557275541795666,0.0557275541795666,0.107142857142857
Tgoln1,chr6,-,72616999,-0.524711403863688,0.736156220232,14,282,8,287,10,140,0.0472972972972973,0.0275862068965517,0.0666666666666667
Gm15401,chr6,+,72629287,2.28475291358,,122,1,68,0,116,1,0.991869918699187,0.985507246376812,0.991452991452991
Tcf7l1,chr6,-,72789044,2.44442215012,,4,86,11,157,9,129,0.0444444444444444,0.11340206185567,0.0652173913043478
Tmsb10,chr6,-,72958747,0.981666356128,-0.736110193102085,16,0,12,0,16,0,1,1,1
Dnah6,chr6,-,73221630,6.24877596394,,87,68,61,72,78,101,0.561290322580645,0.472868217054264,0.435754189944134
Suclg1,chr6,+,73248504,,-0.60173894759431,24,217,23,204,24,170,0.0995850622406639,0.0958333333333333,0.123711340206186
Mrpl19,chr6,-,81965948,,-0.58127515223937,77,73,107,107,124,73,0.513333333333333,0.594444444444445,0.629441624365482
Hk2,chr6,-,82774453,,-0.847946701691124,0,113,1,120,0,85,0,0.0087719298245614,0
Sema4f,chr6,-,82939768,1.59052730035,,36,0,34,1,26,0,1,1,1
M1ap,chr6,+,82946921,,-1.94878150579019,292,11,281,8,318,15,0.963696369636964,0.962328767123288,0.954954954954955
Dok1,chr6,-,83033470,-0.533607817375218,,19,85,35,86,15,43,0.182692307692308,0.291666666666667,0.258620689655172
Htra2,chr6,-,83054570,,-0.764159497023964,1,27,0,21,0,28,0.0357142857142857,0,0
Lbx2,chr6,+,83086364,4.63094697929,-7.08918836358779,6,0,11,1,12,0,1,1,1
Mogs,chr6,+,83115505,,-0.7963252145975,26,40,37,24,28,43,0.393939393939394,0.480519480519481,0.394366197183099
Wbp1,chr6,-,83121460,-0.916135034136664,0.686750079609,0,37,2,27,0,0,0,0.0512820512820513,
Rtkn,chr6,+,83135807,1.95696013269,,76,70,85,42,58,35,0.520547945205479,0.548387096774194,0.623655913978495
1700003E16Rik,chr6,+,83156403,,3.19291547374,135,71,127,67,119,59,0.655339805825243,0.641414141414141,0.668539325842697
Slc4a5,chr6,+,83237374,2.06366226589,,71,12,91,14,91,21,0.855421686746988,0.883495145631068,0.8125
Mthfd2,chr6,-,83317603,,-1.70521234878913,28,77,21,80,42,104,0.266666666666667,0.214285714285714,0.287671232876712
Bola3,chr6,+,83349146,0.423650406048,-0.915483628572618,73,21,61,40,102,45,0.776595744680851,0.74390243902439,0.693877551020408
Dguok,chr6,-,83506968,,0.675789235575,51,72,36,57,51,81,0.414634146341463,0.333333333333333,0.386363636363636
Clec4f,chr6,-,83656115,5.91618393688,-9.85370339222244,149,7,135,5,147,5,0.955128205128205,0.950704225352113,0.967105263157895
Dysf,chr6,+,84008597,4.97283063875,,111,47,118,45,114,31,0.70253164556962,0.715151515151515,0.786206896551724
Cyp26b1,chr6,-,84593907,5.17009345757,,116,4,97,0,95,1,0.966666666666667,0.96039603960396,0.989583333333333
Exoc6b,chr6,-,85069512,,0.738832509745,0,24,0,8,0,22,0,0,0
Npm3-ps1,chr6,+,85076181,-1.64110033912368,,116,32,208,18,253,30,0.783783783783784,0.866666666666667,0.893992932862191
Mir705,chr6,-,85336372,-2.16931723061789,,36,3,29,2,54,3,0.923076923076923,0.90625,0.947368421052632
Rab11fip5,chr6,-,85374633,-1.61403255392563,1.36378666751,30,174,5,126,0,238,0.147058823529412,0.0279329608938548,0
Smyd5,chr6,+,85431975,,-0.765164320223176,39,42,62,61,60,50,0.481481481481482,0.596153846153846,0.545454545454545
Cct7,chr6,+,85451504,,-0.816440785255778,0,18,0,39,0,35,0,0,0
Dusp11,chr6,-,85961666,-0.377118436502642,,1,139,1,127,4,148,0.00714285714285714,0.00714285714285714,0.0263157894736842
Add2,chr6,+,86028680,8.87124166467,-4.56461893175754,51,132,53,116,56,104,0.278688524590164,0.286486486486487,0.35
Fam136a,chr6,+,86365470,,-1.51594966750361,15,160,38,134,27,110,0.0857142857142857,0.191919191919192,0.197080291970803
Snrpg,chr6,+,86371539,,-0.776871351342269,5,51,6,76,5,103,0.0892857142857143,0.105263157894737,0.0462962962962963
2310040G24Rik,chr6,-,86488226,1.01277809457,,23,2,69,1,53,2,0.92,0.971830985915493,0.963636363636364
Pcbp1,chr6,-,86526188,,-0.696381578200021,0,26,0,18,0,30,0,0,0
Asprv1,chr6,+,86628173,6.64813867884,-8.17742274349385,230,11,202,8,163,7,0.954356846473029,0.948356807511737,0.958823529411765
Snrnp27,chr6,-,86684490,,-0.739559571409109,205,135,219,133,195,134,0.602941176470588,0.61864406779661,0.592705167173252
Anxa4,chr6,-,86793583,-1.0606504283089,1.07144280327,4,47,3,50,7,61,0.0784313725490196,0.06,0.102941176470588
Aak1,chr6,+,86849283,-0.514032457858294,,1,103,10,91,2,63,0.00961538461538462,0.0884955752212389,0.0307692307692308
Gkn3,chr6,-,87388934,4.34394684077,,56,36,63,25,34,73,0.608695652173913,0.636363636363636,0.317757009345794
1810020O05Rik,chr6,-,87722746,5.8291783799,,144,39,119,61,96,46,0.786885245901639,0.753164556962025,0.676056338028169
Efcc1,chr6,+,87730868,3.71530753986,0.938410038992,40,4,43,3,23,1,0.909090909090909,0.914893617021277,0.958333333333333
Gp9,chr6,+,87778069,1.51831780882,,12,22,3,46,3,34,0.352941176470588,0.12,0.0810810810810811
Rab43,chr6,-,87812163,,0.681499711791,0,35,0,32,0,9,0,0,0
Isy1,chr6,-,87838758,-0.476245469781128,,38,168,51,163,28,127,0.184466019417476,0.232876712328767,0.180645161290323
Rab7,chr6,-,88045269,-0.379305112464573,,7,0,7,0,12,0,1,1,1
Rpn1,chr6,+,88084472,-0.446427062468392,,20,40,9,46,12,25,0.333333333333333,0.183673469387755,0.324324324324324
Gata2,chr6,+,88193890,,1.28420215286,28,129,34,128,2,115,0.178343949044586,0.208588957055215,0.0170940170940171
Eefsec,chr6,-,88446538,0.420580704385,,92,547,52,319,51,377,0.143974960876369,0.0868113522537563,0.119158878504673
Ruvbl1,chr6,+,88465408,,-0.746059123409396,16,1,11,1,14,0,0.941176470588235,0.916666666666667,1
Sec61a1,chr6,-,88518799,-0.657983046583645,,15,490,4,386,9,327,0.0297029702970297,0.00809716599190283,0.0267857142857143
Mgll,chr6,+,88724411,3.51944323265,,63,237,58,274,56,279,0.21,0.196610169491525,0.167164179104478
Gm15612,chr6,+,88842853,2.95206213148,,79,10,61,13,53,12,0.887640449438202,0.859154929577465,0.815384615384615
Podxl2,chr6,-,88875045,2.76589270858,,124,231,169,219,218,167,0.349295774647887,0.4225,0.566233766233766
Mcm2,chr6,-,88898779,,-0.911834159976785,0,165,1,153,3,101,0,0.00602409638554217,0.0288461538461538
Txnrd3,chr6,+,89643987,-0.49640456172423,0.707677507181,3,17,2,40,2,20,0.15,0.105263157894737,0.0909090909090909
Zxdc,chr6,+,90369493,,0.771088171498,14,70,34,69,12,30,0.166666666666667,0.326923076923077,0.285714285714286
Aldh1l1,chr6,+,90550792,-2.26452911581832,1.18295320538,5,53,4,36,1,42,0.0862068965517242,0.0701754385964912,0.0232558139534884
Slc41a3,chr6,+,90604879,1.51226909967,-1.47628403338762,12,18,7,14,15,17,0.4,0.28,0.46875
Iqsec1,chr6,-,90810122,0.648569362646,,103,20,136,35,136,21,0.83739837398374,0.871794871794872,0.866242038216561
Nup210,chr6,-,91116825,-0.434358666687173,,11,86,29,95,18,114,0.11340206185567,0.252173913043478,0.136363636363636
Hdac11,chr6,+,91156814,,1.93976458849,48,3,34,12,18,7,0.941176470588235,0.918918918918919,0.72
Chchd4,chr6,-,91473422,,-0.782025323527198,1,106,2,64,3,54,0.00934579439252336,0.0185185185185185,0.0526315789473684
Tmem43,chr6,+,91473706,-0.899693830073313,,3,119,2,64,8,62,0.0245901639344262,0.0165289256198347,0.114285714285714
Slc6a6,chr6,+,91684066,-0.948035557353615,,5,51,6,30,7,37,0.0892857142857143,0.105263157894737,0.159090909090909
Fgd5,chr6,+,91978964,0.989937636384,-0.923266690917011,4,22,9,7,9,29,0.153846153846154,0.290322580645161,0.236842105263158
Prickle2,chr6,-,92706183,,7.40857144948,15,15,6,10,14,6,0.5,0.285714285714286,0.7
Adamts9,chr6,-,92943533,2.15545277278,,0,28,9,25,10,41,0,0.243243243243243,0.196078431372549
Magi1,chr6,-,94283916,5.38567516122,,0,57,0,44,2,56,0,0,0.0344827586206897
Lrig1,chr6,-,94700144,1.61464226679,,6,73,6,65,3,62,0.0759493670886076,0.0759493670886076,0.0461538461538462
Frmd4b,chr6,-,97617656,0.962673672704,,47,78,70,81,112,63,0.376,0.472972972972973,0.64
Foxp1,chr6,-,99520992,0.49547888105,,7,119,2,116,0,96,0.0555555555555556,0.0165289256198347,0
Eif4e3,chr6,-,99666770,,0.851379637625,5,36,0,44,0,34,0.121951219512195,0,0
Gxylt2,chr6,+,100704733,5.48381097499,-7.022677617839,45,117,58,137,70,106,0.277777777777778,0.331428571428571,0.397727272727273
Cntn3,chr6,-,102464666,7.1637827114,,24,2,23,3,19,3,0.923076923076923,0.92,0.863636363636364
Chl1,chr6,+,103510875,3.38308113453,,33,52,64,79,39,63,0.388235294117647,0.551724137931035,0.382352941176471
Il5ra,chr6,-,106749036,2.69795683833,,0,8,1,9,0,9,0,0.111111111111111,0
Itpr1,chr6,+,108213095,,0.754928196197,0,92,0,59,0,90,0,0,0
Bhlhe40,chr6,+,108660628,-5.20815580059295,2.41865507964,2,27,2,27,2,27,0.0689655172413793,0.0689655172413793,0.0689655172413793
0610040F04Rik,chr6,-,108660933,-4.30334890601624,,13,30,8,33,7,36,0.302325581395349,0.210526315789474,0.162790697674419
Arl8b,chr6,+,108783058,-0.44439960837232,,77,200,62,157,78,155,0.277978339350181,0.236641221374046,0.334763948497854
Edem1,chr6,+,108828640,-0.907346574012477,,29,151,28,153,20,176,0.161111111111111,0.156424581005587,0.102040816326531
Rad18,chr6,-,112696669,-0.47723356478718,,214,89,106,194,115,201,0.706270627062706,0.543589743589744,0.363924050632911
Srgap3,chr6,-,112947265,,0.965805057413,20,13,23,22,32,10,0.606060606060606,0.638888888888889,0.761904761904762
Setd5,chr6,+,113077638,-0.257845300884541,,1,55,0,72,0,71,0.0178571428571429,0,0
Mtmr14,chr6,+,113237842,-0.393273372198929,,11,55,5,61,7,55,0.166666666666667,0.0833333333333333,0.112903225806452
Camk1,chr6,-,113343921,-1.57608220797159,,13,43,2,14,3,51,0.232142857142857,0.0444444444444444,0.0555555555555556
Tada3,chr6,-,113377837,0.375187748683,,7,44,5,25,3,28,0.137254901960784,0.102040816326531,0.0967741935483871
Arpc4,chr6,+,113378112,,-0.622430999656298,12,140,6,81,9,83,0.0789473684210526,0.0410958904109589,0.0978260869565217
Il17re,chr6,+,113458770,,1.21007672864,1,28,1,29,5,37,0.0344827586206897,0.0344827586206897,0.119047619047619
Creld1,chr6,+,113483355,-0.910179775764808,,15,221,19,161,26,218,0.0635593220338983,0.0791666666666667,0.10655737704918
Emc3,chr6,-,113531637,-0.384403439272048,,15,222,13,261,19,231,0.0632911392405063,0.0553191489361702,0.076
Fancd2,chr6,+,113531681,,-1.07776015013172,15,222,13,261,19,231,0.0632911392405063,0.0553191489361702,0.076
Tamm41,chr6,-,115037873,,-1.07332440044146,21,174,19,183,12,123,0.107692307692308,0.0984455958549223,0.0888888888888889
Tmem40,chr6,-,115762465,-1.06117779364338,1.81193248925,41,14,45,8,45,9,0.745454545454546,0.76271186440678,0.833333333333333
Plxnd1,chr6,-,115995004,2.48796057855,-1.5489486359289,0,79,0,93,1,97,0,0,0.0102040816326531
Zfand4,chr6,+,116264218,-0.656853008945527,1.27126614574,196,115,163,78,203,104,0.630225080385852,0.586330935251799,0.661237785016287
Alox5,chr6,-,116461177,-3.81592967934133,,100,96,107,88,82,50,0.510204081632653,0.527093596059113,0.621212121212121
Rassf4,chr6,-,116673835,-2.4468626820231,1.11202163722,31,193,26,149,17,153,0.138392857142857,0.118721461187215,0.1
Csgalnact2,chr6,-,118139139,-0.690543284521455,0.754812255298,32,36,12,27,30,48,0.470588235294118,0.25,0.384615384615385
Ret,chr6,-,118197743,2.52869055683,-8.9483356652528,17,109,21,137,20,67,0.134920634920635,0.161538461538462,0.229885057471264
Bms1,chr6,-,118419416,,-0.550908695245007,125,154,131,149,101,108,0.448028673835125,0.459649122807018,0.483253588516747
Dcp1b,chr6,+,119175252,0.772343991613,,76,46,65,102,39,106,0.622950819672131,0.585585585585586,0.268965517241379
Cacna1c,chr6,-,119196408,2.34631223652,,137,20,162,16,148,19,0.872611464968153,0.89010989010989,0.88622754491018
