TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chr9 B|9 32.01 cM	mouse chr9 B|9 32.01 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr10 D3|10 77.28 cM	mouse chr10 D3|10 77.28 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr16 B4|16 26.87 cM	mouse chr16 B4|16 26.87 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr10 16.53 cM	mouse chr10 16.53 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr6 B3|6 27.38 cM	mouse chr6 B3|6 27.38 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr14 E2.1|14 46.92 cM	mouse chr14 E2.1|14 46.92 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr4 D3|4 71.58 cM	mouse chr4 D3|4 71.58 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr18 E4|18 59.05 cM	mouse chr18 E4|18 59.05 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr4 34.92 cM	mouse chr4 34.92 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr4 A1|4 2.91 cM	mouse chr4 A1|4 2.91 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chrX E3|X 56.18 cM	mouse chrX E3|X 56.18 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr11 71.83 cM	mouse chr11 71.83 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr13 B3|13 34.52 cM	mouse chr13 B3|13 34.52 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr11 D|11 59.82 cM	mouse chr11 D|11 59.82 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr3 F2.2|3 45.88 cM	mouse chr3 F2.2|3 45.88 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr7 A3|7 9.99 cM	mouse chr7 A3|7 9.99 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr6 D2|6 44.32 cM	mouse chr6 D2|6 44.32 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr10 72.31 cM	mouse chr10 72.31 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr11 75.93 cM	mouse chr11 75.93 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr13 67.21 cM	mouse chr13 67.21 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr1|1 C2	mouse chr1|1 C2	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chrX A1.1|X 4.08 cM	mouse chrX A1.1|X 4.08 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr16 C1.1|16 33.65 cM	mouse chr16 C1.1|16 33.65 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr11 45.76 cM	mouse chr11 45.76 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr6 B1|6 15.48 cM	mouse chr6 B1|6 15.48 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr12 F1|12 60.39 cM	mouse chr12 F1|12 60.39 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr14|14 A2	mouse chr14|14 A2	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr6 6.68 cM	mouse chr6 6.68 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr1 A3|1 4.31 cM	mouse chr1 A3|1 4.31 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr15 B3.2|15 16.82 cM	mouse chr15 B3.2|15 16.82 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr12 F1|12 60.38 cM	mouse chr12 F1|12 60.38 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr17 50.3 cM	mouse chr17 50.3 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr15 E1|15 38.26 cM	mouse chr15 E1|15 38.26 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr2 C1.3|2 39.13 cM	mouse chr2 C1.3|2 39.13 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr9 31.63 cM	mouse chr9 31.63 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr7 A3|7 9.62 cM	mouse chr7 A3|7 9.62 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr12 F2|12 62.46 cM	mouse chr12 F2|12 62.46 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chrX A1.1|X 3.25 cM	mouse chrX A1.1|X 3.25 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr2 H4|2 103.53 cM	mouse chr2 H4|2 103.53 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr7 D3|7 48.35 cM	mouse chr7 D3|7 48.35 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chrX|X E3	mouse chrX|X E3	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr19 A|19 4.31 cM	mouse chr19 A|19 4.31 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr4 B3|4 32.36 cM	mouse chr4 B3|4 32.36 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr8 D1|8 49.57 cM	mouse chr8 D1|8 49.57 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr10 B2|10 23.01 cM	mouse chr10 B2|10 23.01 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr19 D3|19 56.28 cM	mouse chr19 D3|19 56.28 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr12 F1|12 62.22 cM	mouse chr12 F1|12 62.22 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr11 D|11 60.95 cM	mouse chr11 D|11 60.95 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr1|1 A5	mouse chr1|1 A5	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr13 63.93 cM	mouse chr13 63.93 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr4 B1|4 23.05 cM	mouse chr4 B1|4 23.05 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr18 A1|18 4.46 cM	mouse chr18 A1|18 4.46 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr19 B|19 13.17 cM	mouse chr19 B|19 13.17 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr2 60.69 cM	mouse chr2 60.69 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr14 C2|14 27.28 cM	mouse chr14 C2|14 27.28 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr5 17.33 cM	mouse chr5 17.33 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr12 E|12 49.88 cM	mouse chr12 E|12 49.88 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr9 A4|9 20.74 cM	mouse chr9 A4|9 20.74 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr3 32.25 cM	mouse chr3 32.25 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr13 B3|13 34.5 cM	mouse chr13 B3|13 34.5 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr11 7.3 cM	mouse chr11 7.3 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr7 A3|7 10.05 cM	mouse chr7 A3|7 10.05 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr9 A4|9 20.8 cM	mouse chr9 A4|9 20.8 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr7 A3|7 10.25 cM	mouse chr7 A3|7 10.25 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr18 B3|18 19.5 cM	mouse chr18 B3|18 19.5 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr1 2.08 cM	mouse chr1 2.08 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr14 E5|14 66.04 cM	mouse chr14 E5|14 66.04 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr6 C1|6 30.11 cM	mouse chr6 C1|6 30.11 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr3 42.04 cM	mouse chr3 42.04 cM	0.999999999914409	-8.55914117875569e-11	5	0	0	193	112291
mouse chr15 A1|15	mouse chr15 A1|15	0.999999999914464	-8.55357887492269e-11	57	0	0	193	112291
mouse chr3 F1|3 40.14 cM	mouse chr3 F1|3 40.14 cM	0.999999999914464	-8.55357887492269e-11	57	0	0	193	112291
mouse chr14 C3|14 28.19 cM	mouse chr14 C3|14 28.19 cM	0.999999999914464	-8.55357887492269e-11	57	0	0	193	112291
mouse chr13 C1|13	mouse chr13 C1|13	0.999999999914464	-8.55357887492269e-11	57	0	0	193	112291
mouse chr10 A1|10	mouse chr10 A1|10	0.999999999914464	-8.55357887492269e-11	57	0	0	193	112291
mouse chr5 A1|5	mouse chr5 A1|5	0.999999999914464	-8.55357887492269e-11	57	0	0	193	112291
mouse chr4 B1|4	mouse chr4 B1|4	0.999999999914464	-8.55357887492269e-11	57	0	0	193	112291
mouse chrX A1.1|X	mouse chrX A1.1|X	0.999999999914464	-8.55357887492269e-11	57	0	0	193	112291
mouse chr15 D1|15	mouse chr15 D1|15	0.999999999917475	-8.25250405822553e-11	77	0	0	193	112291
mouse chr9 B|9	mouse chr9 B|9	0.999999999917475	-8.25250405822553e-11	77	0	0	193	112291
mouse chr10 C1|10 39.72 cM	mouse chr10 C1|10 39.72 cM	0.999999999921951	-7.80486285238581e-11	241	0	0	193	112291
mouse chr7 A3|7	mouse chr7 A3|7	0.999999999923247	-7.67532134899769e-11	69	0	0	193	112291
mouse chr6 C1|6	mouse chr6 C1|6	0.999999999923247	-7.67532134899769e-11	69	0	0	193	112291
mouse chr6 D1|6	mouse chr6 D1|6	0.999999999923247	-7.67532134899769e-11	69	0	0	193	112291
mouse chr3 F2.1|3	mouse chr3 F2.1|3	0.999999999923247	-7.67532134899769e-11	69	0	0	193	112291
mouse chr12 C3|12	mouse chr12 C3|12	0.999999999923247	-7.67532134899769e-11	69	0	0	193	112291
mouse chr3 A3|3	mouse chr3 A3|3	0.999999999927305	-7.26947710010624e-11	66	0	0	193	112291
mouse chr7 B3|7 28.25 cM	mouse chr7 B3|7 28.25 cM	0.999999999927305	-7.26947710010624e-11	66	0	0	193	112291
mouse chr5 B3|5	mouse chr5 B3|5	0.999999999927305	-7.26947710010624e-11	66	0	0	193	112291
mouse chr12 E|12	mouse chr12 E|12	0.999999999927305	-7.26947710010624e-11	66	0	0	193	112291
mouse chr5 G3|5	mouse chr5 G3|5	0.999999999927305	-7.26947710010624e-11	66	0	0	193	112291
mouse chr5 G2|5	mouse chr5 G2|5	0.999999999927754	-7.22462395575815e-11	97	0	0	193	112291
mouse chr8 E1|8	mouse chr8 E1|8	0.999999999929426	-7.05740820693766e-11	138	0	0	193	112291
mouse chr7 B3|7	mouse chr7 B3|7	0.999999999936753	-6.32473001688698e-11	92	0	0	193	112291
mouse chr15 B3.1|15	mouse chr15 B3.1|15	0.999999999936753	-6.32473001688698e-11	92	0	0	193	112291
mouse chr3 F1|3	mouse chr3 F1|3	0.999999999937026	-6.29744445927932e-11	88	0	0	193	112291
mouse chr8 A2|8 14.17 cM	mouse chr8 A2|8 14.17 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr6 B2.3|6 22.94 cM	mouse chr6 B2.3|6 22.94 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr3|3 A1	mouse chr3|3 A1	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr3 H4|3	mouse chr3 H4|3	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr17 A3.2|17	mouse chr17 A3.2|17	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr14 D1|14 34.36 cM	mouse chr14 D1|14 34.36 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr9 E3.3|9 51.41 cM	mouse chr9 E3.3|9 51.41 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr16 B5|16 30.75 cM	mouse chr16 B5|16 30.75 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr3 G2|3 56.54 cM	mouse chr3 G2|3 56.54 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr6 D1|6 39.13 cM	mouse chr6 D1|6 39.13 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr2 E1|2 50.13 cM	mouse chr2 E1|2 50.13 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr5 F|5 56.88 cM	mouse chr5 F|5 56.88 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr4 C4|4 40.69 cM	mouse chr4 C4|4 40.69 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr15 A2|15	mouse chr15 A2|15	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr7|7 A3	mouse chr7|7 A3	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr4 E2|4 86.17 cM	mouse chr4 E2|4 86.17 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr5 A3|5 11.93 cM	mouse chr5 A3|5 11.93 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chrX E1|X	mouse chrX E1|X	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr6|6 C3	mouse chr6|6 C3	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr1 E4|1 57.24 cM	mouse chr1 E4|1 57.24 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr14|14 B	mouse chr14|14 B	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr15|15 E1	mouse chr15|15 E1	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chrX A4|X	mouse chrX A4|X	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr2 H2|2	mouse chr2 H2|2	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr2 E1|2 50.14 cM	mouse chr2 E1|2 50.14 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr4 D1|4 53.41 cM	mouse chr4 D1|4 53.41 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr2 C1.1|2 29.98 cM	mouse chr2 C1.1|2 29.98 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr17 E5|17	mouse chr17 E5|17	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr12 B1|12 18.06 cM	mouse chr12 B1|12 18.06 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr15|15 F1	mouse chr15|15 F1	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr13 D1|13 53.23 cM	mouse chr13 D1|13 53.23 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr4 C6|4 45.6 cM	mouse chr4 C6|4 45.6 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr5 B2|5 17.83 cM	mouse chr5 B2|5 17.83 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr2 E1|2 51.62 cM	mouse chr2 E1|2 51.62 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr14 B|14 22.36 cM	mouse chr14 B|14 22.36 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr8 B3.3|8 35.08 cM	mouse chr8 B3.3|8 35.08 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr9 F1|9 57.46 cM	mouse chr9 F1|9 57.46 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr7 A3|7 13.73 cM	mouse chr7 A3|7 13.73 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr14|14 E4	mouse chr14|14 E4	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr11 B1.3|11 31.86 cM	mouse chr11 B1.3|11 31.86 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr4 C1|4	mouse chr4 C1|4	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr4 D1|4 53.06 cM	mouse chr4 D1|4 53.06 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr2 E2|2 54.43 cM	mouse chr2 E2|2 54.43 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr5 A3|5 9.83 cM	mouse chr5 A3|5 9.83 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr9 F3|9 71.33 cM	mouse chr9 F3|9 71.33 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr2 A1|2 3.62 cM	mouse chr2 A1|2 3.62 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr12 A1.1|12 5.58 cM	mouse chr12 A1.1|12 5.58 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr7 B3|7 28.83 cM	mouse chr7 B3|7 28.83 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr7 B3|7 25.48 cM	mouse chr7 B3|7 25.48 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr9|9 E3.3	mouse chr9|9 E3.3	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr1 E1.1|1	mouse chr1 E1.1|1	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr3 A1|3 3.01 cM	mouse chr3 A1|3 3.01 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr14|14 D1	mouse chr14|14 D1	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr12 F1|12 61.2 cM	mouse chr12 F1|12 61.2 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr8 A4|8 21.16 cM	mouse chr8 A4|8 21.16 cM	0.999999999939367	-6.06326899236453e-11	13	0	0	193	112291
mouse chr5 E2|5	mouse chr5 E2|5	0.999999999942319	-5.76806732130467e-11	22	0	0	193	112291
mouse chr10|10 D2	mouse chr10|10 D2	0.999999999942319	-5.76806732130467e-11	22	0	0	193	112291
mouse chr19 D3|19	mouse chr19 D3|19	0.999999999942319	-5.76806732130467e-11	22	0	0	193	112291
mouse chr14 C2|14 27.69 cM	mouse chr14 C2|14 27.69 cM	0.999999999942319	-5.76806732130467e-11	22	0	0	193	112291
mouse chr9 A5.1|9 20.84 cM	mouse chr9 A5.1|9 20.84 cM	0.999999999942319	-5.76806732130467e-11	22	0	0	193	112291
mouse chr4 A5|4 23.05 cM	mouse chr4 A5|4 23.05 cM	0.999999999942319	-5.76806732130467e-11	22	0	0	193	112291
mouse chr6 G2|6	mouse chr6 G2|6	0.999999999942319	-5.76806732130467e-11	22	0	0	193	112291
mouse chr4 C5|4	mouse chr4 C5|4	0.999999999942319	-5.76806732130467e-11	22	0	0	193	112291
mouse chr8|8 E1	mouse chr8|8 E1	0.999999999942319	-5.76806732130467e-11	22	0	0	193	112291
mouse chrX F1|X 61.35 cM	mouse chrX F1|X 61.35 cM	0.999999999942319	-5.76806732130467e-11	22	0	0	193	112291
mouse chr7 A2|7	mouse chr7 A2|7	0.999999999942319	-5.76806732130467e-11	22	0	0	193	112291
mouse chr19 C2|19	mouse chr19 C2|19	0.999999999942319	-5.76806732130467e-11	22	0	0	193	112291
mouse chrX A6|X	mouse chrX A6|X	0.999999999942319	-5.76806732130467e-11	22	0	0	193	112291
mouse chr14 C2|14 27.68 cM	mouse chr14 C2|14 27.68 cM	0.999999999942319	-5.76806732130467e-11	22	0	0	193	112291
mouse chrY|Y E	mouse chrY|Y E	0.999999999942319	-5.76806732130467e-11	22	0	0	193	112291
mouse chr3 E1|3 30.15 cM	mouse chr3 E1|3 30.15 cM	0.999999999942319	-5.76806732130467e-11	22	0	0	193	112291
mouse chr9 F2|9 59.63 cM	mouse chr9 F2|9 59.63 cM	0.999999999942319	-5.76806732130467e-11	22	0	0	193	112291
mouse chr4 C4|4 42.03 cM	mouse chr4 C4|4 42.03 cM	0.999999999942319	-5.76806732130467e-11	22	0	0	193	112291
mouse chr7 B4|7 31.11 cM	mouse chr7 B4|7 31.11 cM	0.999999999942319	-5.76806732130467e-11	22	0	0	193	112291
mouse chr7 B1|7 16.94 cM	mouse chr7 B1|7 16.94 cM	0.999999999942319	-5.76806732130467e-11	22	0	0	193	112291
mouse chr11 D|11 62.92 cM	mouse chr11 D|11 62.92 cM	0.999999999942319	-5.76806732130467e-11	22	0	0	193	112291
mouse chr11 B3|11 42.99 cM	mouse chr11 B3|11 42.99 cM	0.999999999952451	-4.75491084524534e-11	27	0	0	193	112291
mouse chr7 E2|7	mouse chr7 E2|7	0.999999999952451	-4.75491084524534e-11	27	0	0	193	112291
mouse chr4 D2.1|4	mouse chr4 D2.1|4	0.999999999952451	-4.75491084524534e-11	27	0	0	193	112291
mouse chrY|Y D	mouse chrY|Y D	0.999999999952451	-4.75491084524534e-11	27	0	0	193	112291
mouse chrX A3.1|X	mouse chrX A3.1|X	0.999999999952451	-4.75491084524534e-11	27	0	0	193	112291
mouse chr16 A3|16	mouse chr16 A3|16	0.999999999952451	-4.75491084524534e-11	27	0	0	193	112291
mouse chr4 D1|4 51.53 cM	mouse chr4 D1|4 51.53 cM	0.999999999952451	-4.75491084524534e-11	27	0	0	193	112291
mouse chr3 F2.3|3 46.83 cM	mouse chr3 F2.3|3 46.83 cM	0.999999999952451	-4.75491084524534e-11	27	0	0	193	112291
mouse chr4 D1|4	mouse chr4 D1|4	0.999999999952451	-4.75491084524534e-11	27	0	0	193	112291
mouse chr17 A3.3|17 11.4 cM	mouse chr17 A3.3|17 11.4 cM	0.999999999955662	-4.43383630747675e-11	31	0	0	193	112291
mouse chr10 D3|10 74.5 cM	mouse chr10 D3|10 74.5 cM	0.999999999955662	-4.43383630747675e-11	31	0	0	193	112291
mouse chrX D|X	mouse chrX D|X	0.999999999955662	-4.43383630747675e-11	31	0	0	193	112291
mouse chr9 A2|9	mouse chr9 A2|9	0.999999999955662	-4.43383630747675e-11	31	0	0	193	112291
mouse chr15 E2|15	mouse chr15 E2|15	0.999999999955662	-4.43383630747675e-11	31	0	0	193	112291
mouse chrX A7.3|X	mouse chrX A7.3|X	0.999999999955662	-4.43383630747675e-11	31	0	0	193	112291
mouse chr11 A3.1|11	mouse chr11 A3.1|11	0.999999999955662	-4.43383630747675e-11	31	0	0	193	112291
mouse chr8 C1|8	mouse chr8 C1|8	0.999999999955662	-4.43383630747675e-11	31	0	0	193	112291
mouse chr6 F2|6 59.17 cM	mouse chr6 F2|6 59.17 cM	0.999999999955662	-4.43383630747675e-11	31	0	0	193	112291
mouse chr1 A3|1	mouse chr1 A3|1	0.999999999955662	-4.43383630747675e-11	31	0	0	193	112291
mouse chr5 F|5 53.24 cM	mouse chr5 F|5 53.24 cM	0.999999999955662	-4.43383630747675e-11	31	0	0	193	112291
mouse chr8 A4|8 23.89 cM	mouse chr8 A4|8 23.89 cM	0.999999999973556	-2.64438347922495e-11	49	0	0	193	112291
mouse chr9 F4|9	mouse chr9 F4|9	0.999999999973556	-2.64438347922495e-11	49	0	0	193	112291
mouse chr5 E5|5	mouse chr5 E5|5	0.999999999973556	-2.64438347922495e-11	49	0	0	193	112291
mouse chr7 F1|7	mouse chr7 F1|7	0.999999999973556	-2.64438347922495e-11	49	0	0	193	112291
mouse chr14 D2|14	mouse chr14 D2|14	0.999999999973556	-2.64438347922495e-11	49	0	0	193	112291
mouse chr2 A1|2	mouse chr2 A1|2	0.999999999973556	-2.64438347922495e-11	49	0	0	193	112291
mouse chr9 E3.3|9	mouse chr9 E3.3|9	0.999999999981749	-1.82506609780907e-11	56	0	0	193	112291
mouse chr8 E2|8	mouse chr8 E2|8	0.999999999981749	-1.82506609780907e-11	56	0	0	193	112291
mouse chr19 D2|19	mouse chr19 D2|19	0.999999999981749	-1.82506609780907e-11	56	0	0	193	112291
mouse chr10 B4|10	mouse chr10 B4|10	0.999999999984357	-1.56428613742094e-11	53	0	0	193	112291
mouse chr3 G3|3	mouse chr3 G3|3	0.999999999984357	-1.56428613742094e-11	53	0	0	193	112291
mouse chr5 E1|5 43.56 cM	mouse chr5 E1|5 43.56 cM	0.999999999984357	-1.56428613742094e-11	53	0	0	193	112291
mouse chr7 E3|7 54.85 cM	mouse chr7 E3|7 54.85 cM	0.999999999991232	-8.76791476047022e-12	103	0	0	193	112291
mouse chr6 C1|6 29.77 cM	mouse chr6 C1|6 29.77 cM	0.999999999995203	-4.79740240977236e-12	4	0	0	193	112291
mouse chr16 45.36 cM	mouse chr16 45.36 cM	0.999999999995203	-4.79740240977236e-12	4	0	0	193	112291
mouse chr4 52.81 cM	mouse chr4 52.81 cM	0.999999999995203	-4.79740240977236e-12	4	0	0	193	112291
mouse chr17|17 E5	mouse chr17|17 E5	0.999999999995203	-4.79740240977236e-12	4	0	0	193	112291
mouse chr9 E4|9	mouse chr9 E4|9	0.999999999995203	-4.79740240977236e-12	4	0	0	193	112291
mouse chrX 47.36 cM	mouse chrX 47.36 cM	0.999999999995203	-4.79740240977236e-12	4	0	0	193	112291
mouse chr18 B3|18 19.49 cM	mouse chr18 B3|18 19.49 cM	0.999999999995203	-4.79740240977236e-12	4	0	0	193	112291
mouse chr8 E1|8 72.08 cM	mouse chr8 E1|8 72.08 cM	0.999999999995203	-4.79740240977236e-12	4	0	0	193	112291
mouse chr11 A3.3|11 16.23 cM	mouse chr11 A3.3|11 16.23 cM	0.999999999995203	-4.79740240977236e-12	4	0	0	193	112291
mouse chr17 9.77 cM	mouse chr17 9.77 cM	0.999999999995203	-4.79740240977236e-12	4	0	0	193	112291
mouse chr1 E2.2|1 50.84 cM	mouse chr1 E2.2|1 50.84 cM	0.999999999995203	-4.79740240977236e-12	4	0	0	193	112291
mouse chr14 45.31 cM	mouse chr14 45.31 cM	0.999999999995203	-4.79740240977236e-12	4	0	0	193	112291
mouse chr5 G1.2|5	mouse chr5 G1.2|5	0.999999999995203	-4.79740240977236e-12	4	0	0	193	112291
mouse chr2 D|2 49.82 cM	mouse chr2 D|2 49.82 cM	0.999999999995203	-4.79740240977236e-12	4	0	0	193	112291
mouse chr7 E3|7 55.97 cM	mouse chr7 E3|7 55.97 cM	0.999999999995203	-4.79740240977236e-12	4	0	0	193	112291
mouse chr7 E2|7 54.67 cM	mouse chr7 E2|7 54.67 cM	0.999999999995203	-4.79740240977236e-12	4	0	0	193	112291
